,player_id,start_time,player_team_id,home_team_id,ground_id,international_class_id,floodlit,neutral_match,international_valid,days_extended,actual_days,position_id,style_id,current_age_in_days,batting_order,opponent_team_id,mt,inns,rn,fo,si,ft,hn,bf,dk,times_not_out,hs,bta,btsr,team1_id,team2_id,is_home,followon,current_age,rain_rule,country_id,opposition_mt,opposition_inns,opposition_rn,opposition_fo,opposition_si,opposition_ft,opposition_hn,opposition_bf,opposition_dk,opposition_times_not_out,opposition_hs,opposition_bta,opposition_btsr,host_mt,host_inns,host_rn,host_fo,host_si,host_ft,host_hn,host_bf,host_dk,host_times_not_out,host_hs,host_bta,host_btsr,batting_positionval1_mt,batting_positionval1_inns,batting_positionval1_rn,batting_positionval1_fo,batting_positionval1_si,batting_positionval1_ft,batting_positionval1_hn,batting_positionval1_bf,batting_positionval1_dk,batting_positionval1_times_not_out,batting_positionval1_hs,batting_positionval1_bta,batting_positionval1_btsr,target_id
0,600498,12/12/23 15:00,3,0,173,3,2,0,1,0,1,6,16,10661,1,6,61,58,2021,208,47,10,3,2035,4,5,175,38.13,99.31,3,6,FALSE,0,29.20821918,0,3,12,12,271,27,4,1,0,338,1,1,79,24.63,80.17,30,30,1102,114,29,4,2,1082,1,4,175,42.38,101.84,6,6,168,27,3,0,0,191,0,0,42,28,87.95,1
1,600498,12/12/23 15:00,3,0,173,3,2,0,1,0,1,6,16,10661,16,6,61,58,2021,208,47,10,3,2035,4,5,175,38.13,99.31,3,6,FALSE,0,29.20821918,0,3,12,12,271,27,4,1,0,338,1,1,79,24.63,80.17,30,30,1102,114,29,4,2,1082,1,4,175,42.38,101.84,,,,,,,,,,,,,,1
2,600498,12/12/23 15:00,3,0,173,3,2,0,1,0,1,6,16,10661,29,6,61,58,2021,208,47,10,3,2035,4,5,175,38.13,99.31,3,6,FALSE,0,29.20821918,0,3,12,12,271,27,4,1,0,338,1,1,79,24.63,80.17,30,30,1102,114,29,4,2,1082,1,4,175,42.38,101.84,,,,,,,,,,,,,,1
3,535353,12/12/23 15:00,3,0,173,3,2,0,1,0,1,1,16,11226,2,6,0,,,,,,,,,,,,,3,6,FALSE,0,30.75616438,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
4,535353,12/12/23 15:00,3,0,173,3,2,0,1,0,1,1,16,11226,17,6,0,,,,,,,,,,,,,3,6,FALSE,0,30.75616438,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
5,535353,12/12/23 15:00,3,0,173,3,2,0,1,0,1,1,16,11226,30,6,0,,,,,,,,,,,,,3,6,FALSE,0,30.75616438,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6,595267,12/12/23 15:00,3,0,173,3,2,0,1,0,1,3,16,9170,3,6,0,,,,,,,,,,,,,3,6,FALSE,0,25.12328767,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
7,595267,12/12/23 15:00,3,0,173,3,2,0,1,0,1,3,16,9170,18,6,0,,,,,,,,,,,,,3,6,FALSE,0,25.12328767,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
8,595267,12/12/23 15:00,3,0,173,3,2,0,1,0,1,3,16,9170,31,6,0,,,,,,,,,,,,,3,6,FALSE,0,25.12328767,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
9,596010,12/12/23 15:00,3,0,173,3,2,0,1,0,1,1,16,8471,4,6,11,6,38,2,1,0,0,51,1,0,22,6.33,74.5,3,6,FALSE,0,23.20821918,0,3,,,,,,,,,,,,,,6,3,3,0,0,0,0,12,1,0,2,1,25,,,,,,,,,,,,,,1
10,596010,12/12/23 15:00,3,0,173,3,2,0,1,0,1,1,16,8471,33,6,11,6,38,2,1,0,0,51,1,0,22,6.33,74.5,3,6,FALSE,0,23.20821918,0,3,,,,,,,,,,,,,,6,3,3,0,0,0,0,12,1,0,2,1,25,,,,,,,,,,,,,,1
11,698315,12/12/23 15:00,3,0,173,3,2,0,1,0,1,0,16,9275,5,6,0,,,,,,,,,,,,,3,6,FALSE,0,25.4109589,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12,698315,12/12/23 15:00,3,0,173,3,2,0,1,0,1,0,16,9275,20,6,0,,,,,,,,,,,,,3,6,FALSE,0,25.4109589,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
