Unnamed: 0,player_id,start_time,player_team_id,home_team_id,ground_id,international_class_id,floodlit,neutral_match,international_valid,followon,rain_rule,days_extended,actual_days,position_id,style_id,height,weight,current_age_in_days,batting_order,opponent_team_id,target_value,target_id,is_home,current_age,freq,target_value_binary,stratify_col
12920,41434,2013-07-21 13:00:00,7,4,1697,2.0,1,0,1,0,1,0,1,0,2,0.0,0.0,11965,3,4,59.0,1,False,32.78082191780822,23,1,41434_1
5263,581379,2023-07-29 13:30:00,4,4,199,2.0,1,0,1,0,0,0,1,9,2,0.0,0.0,10853,4,6,63.0,1,True,29.734246575342464,43,1,581379_1
17653,44936,2014-10-26 21:30:00,3,5,504,2.0,1,0,1,0,0,0,1,9,2,0.0,0.0,11209,5,5,33.0,1,False,30.70958904109589,65,1,44936_1
15436,55608,2013-05-03 07:00:00,9,9,261,2.0,1,0,1,0,0,0,1,7,2,0.0,0.0,10860,1,25,38.0,1,True,29.753424657534246,72,1,55608_1
21462,19296,2008-11-17 03:30:00,1,6,1055,2.0,1,0,1,0,0,0,1,7,2,6.04,0.0,10370,4,6,33.0,1,False,28.410958904109588,65,1,19296_1
7247,299572,2017-06-17 09:45:00,9,30,237,2.0,1,0,1,0,0,0,1,4,2,0.0,0.0,11377,5,30,58.0,1,False,31.16986301369863,37,1,299572_1
20095,33335,2010-01-07 08:30:00,6,25,2025,2.0,2,0,1,0,0,0,1,5,0,0.0,0.0,8442,6,25,51.0,1,False,23.12876712328767,55,1,33335_1
15925,55343,2010-05-28 07:00:00,9,9,261,2.0,1,0,1,0,0,0,1,0,2,0.0,0.0,8841,6,6,24.0,1,True,24.22191780821917,95,1,55343_1
12850,30045,2007-08-21 13:30:00,6,1,1184,2.0,2,0,1,0,0,0,1,9,2,0.0,0.0,8116,7,1,44.0,1,False,22.235616438356164,54,1,30045_1
10232,24598,2019-02-20 15:00:00,1,4,199,2.0,2,0,1,0,0,0,1,5,0,5.09,0.0,11851,4,4,65.0,1,False,32.46849315068493,33,1,24598_1
22909,28763,2009-10-25 03:30:00,6,6,991,2.0,1,0,1,0,0,0,1,7,0,0.0,0.0,10238,3,2,68.0,1,True,28.04931506849315,24,1,28763_1
12619,28081,2014-01-25 01:00:00,6,5,283,2.0,2,0,1,0,0,0,1,9,2,0.0,0.0,11890,6,5,50.0,1,False,32.57534246575342,48,1,28081_1
14524,55412,2016-11-21 07:30:00,9,9,261,2.0,1,0,1,0,0,0,1,5,0,0.0,0.0,11417,3,8,23.0,1,True,31.27945205479452,82,1,55412_1
5423,303427,2016-06-18 09:45:00,29,29,974,2.0,1,0,1,0,0,0,1,4,2,0.0,0.0,9420,2,8,22.0,1,True,25.80821917808219,76,1,303427_1
22733,9062,2011-02-22 09:00:00,1,0,2399,2.0,2,1,1,0,0,0,1,7,2,5.1,0.0,10544,4,15,33.0,1,False,28.88767123287672,65,1,9062_1
8372,56194,2008-06-25 10:00:00,25,0,545,2.0,3,1,1,0,0,0,1,6,0,0.0,0.0,7037,1,8,28.0,1,False,19.27945205479452,80,1,56194_1
14253,44932,2012-01-14 08:00:00,3,3,931,2.0,1,0,1,0,0,0,1,4,0,0.0,0.0,10136,4,8,66.0,1,True,27.76986301369863,26,1,44932_1
25148,52969,2009-01-03 02:30:00,4,5,152,2.0,2,0,1,0,1,0,1,3,2,0.0,0.0,10421,3,5,67.0,1,False,28.55068493150685,27,1,52969_1
7047,1159641,2022-11-22 07:30:00,11,0,1695,2.0,1,1,1,0,0,0,1,9,2,0.0,0.0,10797,3,20,50.0,1,False,29.58082191780822,48,1,1159641_1
2994,533956,2018-03-25 07:30:00,40,0,260,2.0,1,1,1,0,0,0,1,0,2,0.0,0.0,9028,3,4,51.0,1,False,24.734246575342464,55,1,533956_1
5936,41984,2021-09-14 10:30:00,37,37,3389,2.0,2,0,1,0,0,0,1,0,2,0.0,0.0,14255,5,32,38.0,1,True,39.05479452054794,72,1,41984_1
3403,34102,2008-07-03 10:00:00,6,0,487,2.0,3,1,1,0,0,0,1,7,2,0.0,0.0,7735,6,8,22.0,1,False,21.19178082191781,76,1,34102_1
10227,24598,2021-03-23 08:00:00,1,6,2677,2.0,2,0,1,0,0,0,1,5,0,5.09,0.0,12613,4,6,22.0,1,False,34.556164383561644,76,1,24598_1
2929,348144,2022-08-18 09:00:00,7,15,1936,2.0,1,0,1,0,0,0,1,3,2,0.0,0.0,10169,3,15,57.0,1,False,27.86027397260274,37,1,348144_1
27002,51469,2010-03-04 13:30:00,4,4,1986,2.0,1,0,1,0,0,0,1,3,0,0.0,0.0,12984,3,9,70.0,1,True,35.57260273972603,19,1,51469_1
846,56029,2007-02-10 07:30:00,25,9,260,2.0,1,0,1,0,0,0,1,9,2,0.0,0.0,7217,3,9,57.0,1,False,19.77260273972603,37,1,56029_1
10262,24598,2011-07-01 09:45:00,1,1,179,2.0,1,0,1,0,0,0,1,5,0,5.09,0.0,9060,5,8,52.0,1,True,24.82191780821918,46,1,24598_1
7789,379143,2019-05-30 09:30:00,3,1,45,2.0,1,0,1,0,0,0,1,9,0,0.0,0.0,9660,1,1,68.0,1,False,26.46575342465753,24,1,379143_1
3602,388802,2022-07-12 09:45:00,5,29,974,2.0,1,0,1,0,0,0,1,9,0,0.0,0.0,11058,4,29,55.0,1,False,30.295890410958904,31,1,388802_1
19766,53115,2010-02-19 03:25:00,4,2,61,2.0,2,0,1,0,0,0,1,0,2,0.0,0.0,9558,9,2,47.0,1,False,26.186301369863013,40,1,53115_1
7074,55870,2015-11-11 07:00:00,9,25,2025,2.0,2,0,1,0,0,0,1,5,0,0.0,0.0,10638,4,25,64.0,1,False,29.145205479452056,34,1,55870_1
1526,325026,2014-01-17 03:20:00,2,2,209,2.0,2,0,1,0,0,0,1,4,2,0.0,0.0,9226,6,1,54.0,1,True,25.27671232876712,43,1,325026_1
22716,9062,2011-01-21 03:20:00,1,2,905,2.0,2,0,1,0,0,0,1,7,2,5.1,0.0,10512,5,2,32.0,1,False,28.8,80,1,9062_1
770,536936,2021-03-25 22:00:00,25,5,116,2.0,1,0,1,0,0,0,1,9,2,0.0,0.0,9660,2,5,21.0,1,False,26.46575342465753,90,1,536936_1
9557,391485,2016-11-23 07:30:00,4,0,261,2.0,1,1,1,0,0,0,1,2,2,0.0,0.0,9150,7,8,45.0,1,False,25.068493150684933,54,1,391485_1
15454,55608,2018-10-03 11:00:00,9,3,949,2.0,2,0,1,0,0,0,1,7,2,0.0,0.0,12839,2,3,27.0,1,False,35.175342465753424,82,1,55608_1
5303,604302,2021-07-22 18:30:00,4,4,199,2.0,2,0,1,0,0,0,2,9,0,0.0,0.0,9425,5,2,59.0,1,True,25.82191780821918,23,1,604302_1
21234,36084,2007-11-15 09:00:00,6,6,758,2.0,2,0,1,0,0,0,1,5,0,0.0,0.0,9469,5,7,53.0,1,True,25.942465753424656,40,1,36084_1
22677,11728,2007-08-24 13:30:00,1,1,176,2.0,2,0,1,0,0,0,1,6,0,6.02,0.0,8277,1,6,36.0,1,True,22.676712328767124,70,1,11728_1
11051,230559,2021-07-20 18:30:00,4,4,199,2.0,2,0,1,0,1,0,1,4,2,0.0,0.0,12488,6,2,56.0,1,True,34.21369863013699,36,1,230559_1
14253,44932,2012-01-14 08:00:00,3,3,931,2.0,1,0,1,0,0,0,1,4,0,0.0,0.0,10136,4,8,66.0,1,True,27.76986301369863,26,1,44932_1
7347,1072488,2022-03-22 05:30:00,32,0,2439,2.0,1,1,1,0,0,0,1,4,2,0.0,0.0,7141,5,20,44.0,1,False,19.56438356164384,54,1,1072488_1
17145,55354,2006-09-20 12:30:00,9,3,1367,2.0,2,0,1,0,0,0,1,7,2,0.0,0.0,7319,3,3,46.0,1,False,20.052054794520547,46,1,55354_1
25818,24750,2009-04-06 07:30:00,26,0,1367,2.0,1,1,1,0,0,0,1,9,2,0.0,0.0,9646,1,12,57.0,1,False,26.42739726027397,37,1,24750_1
19134,10582,2007-04-04 13:30:00,1,0,1985,2.0,1,1,1,0,0,0,1,4,2,5.1,0.0,8005,7,8,52.0,1,False,21.931506849315067,46,1,10582_1
2755,219889,2014-01-12 03:20:00,2,2,61,2.0,2,0,1,0,0,0,1,6,0,1.7,0.0,9939,2,1,65.0,1,True,27.23013698630137,33,1,219889_1
20704,48472,2013-01-11 03:20:00,8,2,61,2.0,2,0,1,0,0,0,1,0,2,0.0,0.0,13238,2,2,51.0,1,False,36.26849315068493,55,1,48472_1
23872,55805,2011-10-25 07:30:00,9,9,261,2.0,1,0,1,0,0,0,1,9,2,5.05,0.0,10391,4,5,53.0,1,True,28.46849315068493,40,1,55805_1
9695,293831,2019-04-10 07:30:00,9,9,260,2.0,1,0,1,0,0,0,1,9,2,0.0,0.0,11525,2,27,38.0,1,True,31.575342465753423,72,1,293831_1
7104,55870,2013-05-08 07:00:00,9,9,261,2.0,1,0,1,0,0,0,1,5,0,0.0,0.0,9721,5,25,55.0,1,True,26.63287671232877,31,1,55870_1
15772,24289,2011-02-25 08:30:00,29,25,2025,2.0,2,0,1,0,0,0,1,9,0,5.07,0.0,10701,4,25,38.0,1,False,29.317808219178083,72,1,24289_1
392,629074,2016-11-27 07:30:00,8,9,261,2.0,1,0,1,0,0,0,1,9,2,0.0,0.0,7969,4,9,57.0,1,False,21.832876712328765,37,1,629074_1
26323,43650,2010-09-22 13:30:00,7,1,1184,2.0,2,0,1,0,0,0,1,3,2,0.0,0.0,13175,4,1,20.0,1,False,36.0958904109589,88,1,43650_1
4283,512191,2022-03-31 10:00:00,7,7,545,2.0,2,0,1,0,0,0,1,6,0,0.0,0.0,11678,1,2,67.0,1,True,31.994520547945207,27,1,512191_1
20668,48472,2013-06-13 12:00:00,8,1,45,2.0,2,0,1,0,0,0,1,0,2,0.0,0.0,13391,2,1,44.0,1,False,36.68767123287671,54,1,48472_1
9167,277906,2013-06-16 09:30:00,5,1,644,2.0,1,0,1,0,0,0,1,7,2,0.0,0.0,8348,3,1,67.0,1,False,22.87123287671233,27,1,277906_1
19621,51439,2007-03-19 14:30:00,4,4,200,2.0,1,0,1,0,0,0,1,0,2,0.0,0.0,8564,6,9,37.0,1,True,23.46301369863014,61,1,51439_1
22585,5939,2009-09-28 12:30:00,2,0,902,2.0,2,1,1,0,0,0,1,5,0,1.8,0.0,12543,4,6,67.0,1,False,34.364383561643834,27,1,5939_1
18893,50710,2008-11-28 07:30:00,8,9,260,2.0,1,0,1,0,0,0,1,9,0,0.0,0.0,11355,3,9,23.0,1,False,31.10958904109589,82,1,50710_1
5254,581379,2019-06-06 09:30:00,4,0,34,2.0,1,1,1,0,0,0,1,9,2,0.0,0.0,9339,3,2,68.0,1,False,25.58630136986301,24,1,581379_1
10003,671805,2021-10-02 10:30:00,30,37,3389,2.0,2,0,1,0,0,0,1,6,0,0.0,0.0,10450,5,37,58.0,1,False,28.63013698630137,37,1,671805_1
9411,267192,2022-08-27 23:40:00,2,2,2177,2.0,1,0,1,0,0,0,1,5,2,0.0,0.0,12139,3,9,48.0,1,True,33.25753424657534,38,1,267192_1
4745,25056,2016-11-04 01:30:00,20,19,2587,2.0,1,0,1,0,0,0,1,3,0,0.0,0.0,10684,4,19,43.0,1,False,29.27123287671233,54,1,25056_1
20649,48472,2010-06-22 09:00:00,8,8,1434,2.0,2,0,1,0,0,0,1,0,2,0.0,0.0,12304,2,6,24.0,1,True,33.70958904109589,95,1,48472_1
24029,7133,2011-08-16 09:00:00,2,8,2502,2.0,2,0,1,0,0,0,1,7,2,1.78,0.0,13389,3,8,22.0,1,False,36.68219178082192,76,1,7133_1
11727,277472,2019-02-27 13:30:00,4,4,1131,2.0,1,0,1,0,0,0,1,7,0,0.0,0.0,10978,4,1,61.0,1,True,30.076712328767123,25,1,277472_1
5941,41984,2023-04-29 03:15:00,37,0,3433,2.0,1,1,1,0,9,0,1,0,2,0.0,0.0,14847,5,27,24.0,1,False,40.67671232876712,95,1,41984_1
12655,28081,2008-02-24 03:15:00,6,2,132,2.0,2,0,1,0,0,0,1,9,2,0.0,0.0,9728,6,2,36.0,1,False,26.65205479452055,70,1,28081_1
2383,321777,2023-01-29 08:00:00,3,3,949,2.0,1,0,1,0,0,0,1,5,0,0.0,0.0,12286,6,1,58.0,1,True,33.66027397260274,37,1,321777_1
88,303423,2023-05-14 09:45:00,29,0,318,2.0,1,1,1,0,0,0,1,3,2,0.0,0.0,11825,3,25,53.0,1,False,32.397260273972606,40,1,303423_1
2910,568276,2023-04-29 10:30:00,7,7,1001,2.0,2,0,1,0,0,0,1,7,0,0.0,0.0,9990,2,5,24.0,1,True,27.36986301369863,95,1,568276_1
19974,8180,2013-06-08 09:30:00,2,1,164,2.0,1,0,1,0,0,0,1,0,2,1.83,0.0,11679,2,1,24.0,1,False,31.997260273972604,95,1,8180_1
753,536936,2022-12-04 06:00:00,25,25,2025,2.0,2,0,1,0,0,0,1,9,2,0.0,0.0,10279,2,6,41.0,1,True,28.16164383561644,50,1,536936_1
11065,230559,2010-03-14 13:30:00,4,4,680,2.0,1,0,1,0,0,0,1,4,2,0.0,0.0,8342,7,9,36.0,1,True,22.854794520547944,70,1,230559_1
2576,56143,2016-12-25 22:00:00,25,5,93,2.0,1,0,1,0,0,0,1,0,0,0.0,0.0,10869,5,5,59.0,1,False,29.778082191780825,23,1,56143_1
12870,30045,2018-09-25 11:30:00,6,0,2439,2.0,1,1,1,0,0,0,1,9,2,0.0,0.0,12169,3,40,44.0,1,False,33.33972602739726,54,1,30045_1
8460,56194,2008-06-08 09:00:00,25,25,2025,2.0,2,0,1,0,0,0,1,6,0,0.0,0.0,7020,1,7,29.0,1,True,19.232876712328768,59,1,56194_1
13255,44828,2016-06-11 17:00:00,3,0,576,2.0,2,1,1,0,0,0,1,5,2,5.11,0.0,11656,3,2,63.0,1,False,31.934246575342467,43,1,44828_1
15133,419873,2010-10-09 06:30:00,40,26,700,2.0,1,0,1,0,0,0,1,9,2,5.03,0.0,8673,3,26,37.0,1,False,23.76164383561644,61,1,419873_1
6761,701217,2022-03-22 05:30:00,32,0,2439,2.0,1,1,1,0,0,0,1,7,2,0.0,0.0,8935,3,20,59.0,1,False,24.47945205479452,23,1,701217_1
14718,317273,2010-01-29 04:30:00,7,2,213,2.0,2,0,1,0,0,0,1,5,2,0.0,0.0,7188,5,2,38.0,1,False,19.693150684931503,72,1,317273_1
19667,51439,2009-05-26 09:45:00,4,1,164,2.0,1,0,1,0,0,0,1,0,2,0.0,0.0,9363,5,1,26.0,1,False,25.65205479452055,75,1,51439_1
5865,44407,2023-06-30 07:00:00,15,0,261,2.0,1,1,1,0,0,0,1,3,2,0.0,0.0,14302,3,8,52.0,1,False,39.18356164383562,46,1,44407_1
21256,36084,2007-11-18 09:00:00,6,6,664,2.0,2,0,1,0,0,0,1,5,0,0.0,0.0,9472,6,7,50.0,1,True,25.95068493150685,48,1,36084_1
7824,379143,2017-02-21 22:00:00,3,5,93,2.0,1,0,1,0,0,0,1,9,0,0.0,0.0,8832,2,5,57.0,1,False,24.197260273972603,37,1,379143_1
9768,298438,2015-09-03 13:00:00,1,1,1184,2.0,2,0,1,0,0,0,1,6,2,0.0,0.0,9175,1,2,67.0,1,True,25.136986301369863,27,1,298438_1
5469,303427,2019-03-10 07:30:00,29,0,3416,2.0,2,1,1,0,0,0,1,4,2,0.0,0.0,10415,2,40,70.0,1,False,28.534246575342465,19,1,303427_1
15774,24289,2008-03-22 03:30:00,29,25,2025,2.0,1,0,1,0,0,0,1,9,0,5.07,0.0,9631,4,25,70.0,1,False,26.386301369863013,19,1,24289_1
14025,38699,2008-02-23 01:00:00,5,5,152,2.0,2,0,1,0,1,0,1,5,2,0.0,0.0,8752,4,1,41.0,1,True,23.97808219178082,50,1,38699_1
13009,41434,2006-12-10 06:00:00,7,7,545,2.0,2,0,1,0,1,0,1,0,2,0.0,0.0,9550,1,4,31.0,1,True,26.164383561643834,71,1,41434_1
21062,45789,2010-06-03 13:30:00,3,4,208,2.0,1,0,1,0,0,0,1,0,2,0.0,0.0,12649,3,4,57.0,1,False,34.654794520547945,37,1,45789_1
18189,42639,2010-11-05 11:00:00,7,0,2439,2.0,2,1,1,0,0,0,1,0,2,0.0,0.0,11206,6,3,29.0,1,False,30.7013698630137,59,1,42639_1
21559,4578,2012-08-28 14:00:00,2,0,848,2.0,3,1,1,0,0,0,1,5,2,1.78,0.0,11471,3,7,66.0,1,False,31.42739726027397,26,1,4578_1
15522,50747,2012-07-24 09:00:00,8,8,2502,2.0,2,0,1,0,0,0,1,3,0,0.0,0.0,10034,1,6,59.0,1,True,27.49041095890411,23,1,50747_1
20599,41378,2012-08-31 14:00:00,7,0,1965,2.0,3,1,1,0,0,0,1,5,2,0.0,0.0,13975,5,2,35.0,1,False,38.28767123287671,64,1,41378_1
25140,52969,2008-11-16 11:00:00,4,0,1965,2.0,2,1,1,0,0,0,1,3,2,0.0,0.0,10373,3,7,62.0,1,False,28.41917808219178,34,1,52969_1
15122,419873,2012-03-31 06:00:00,40,0,848,2.0,1,1,1,0,0,0,1,9,2,5.03,0.0,9212,3,15,37.0,1,False,25.23835616438356,61,1,419873_1
3767,326434,2020-12-02 03:40:00,2,2,757,2.0,2,0,1,0,0,0,1,9,0,0.0,0.0,10690,6,6,38.0,1,True,29.28767123287671,72,1,326434_1
20032,33335,2012-02-28 03:20:00,6,0,905,2.0,2,1,1,0,0,0,1,5,0,0.0,0.0,9224,5,8,40.0,1,False,25.27123287671233,49,1,33335_1
12649,28081,2010-06-19 09:00:00,6,0,1434,2.0,2,1,1,0,0,0,1,9,2,0.0,0.0,10574,4,7,56.0,1,False,28.96986301369863,36,1,28081_1
78,303423,2015-01-10 10:00:00,29,0,2439,2.0,2,1,1,0,0,0,1,3,2,0.0,0.0,8779,7,40,31.0,1,False,24.052054794520547,71,1,303423_1
18931,50710,2010-01-05 08:30:00,8,0,2025,2.0,2,1,1,0,0,0,1,9,0,0.0,0.0,11758,3,6,60.0,1,False,32.21369863013699,33,1,50710_1
14517,55412,2023-01-18 07:15:00,9,9,260,2.0,1,0,1,0,9,0,1,5,0,0.0,0.0,13666,3,29,38.0,1,True,37.44109589041096,72,1,55412_1
12934,41434,2011-05-28 09:45:00,7,29,1409,2.0,1,0,1,0,1,0,1,0,2,0.0,0.0,11180,1,29,52.0,1,False,30.63013698630137,46,1,41434_1
20622,41378,2007-11-08 09:00:00,7,6,1015,2.0,2,0,1,0,0,0,1,5,2,0.0,0.0,12217,6,6,49.0,1,False,33.47123287671233,43,1,41378_1
21293,36084,2013-11-27 03:30:00,6,6,419,2.0,1,0,1,0,0,0,1,5,0,0.0,0.0,11673,4,4,55.0,1,True,31.980821917808218,31,1,36084_1
11727,277472,2019-02-27 13:30:00,4,4,1131,2.0,1,0,1,0,0,0,1,7,0,0.0,0.0,10978,4,1,61.0,1,True,30.076712328767123,25,1,277472_1
